element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,opponent_strength,oppoenet_attack,opponent_defense,form,preround_total_points,transfers_reduced,average_points,preround_influence,preround_creativity,preround_threat,preround_ict
203,35,16,2,True,2023-09-02T14:00:00Z,0,1,4,76,0,0,0,1,0,0,0,0,0,0,0,13,11.2,11.8,6.0,2.9,1,0.00,0.03,0.03,0.64,41,714837,1148260,759023,44186,1100,1110,1120,3.6666666666666665,11,0.622539320362984,2.75,14.3,9.149999999999999,9.149999999999999,6.25
206,9,11,2,True,2023-08-13T15:30:00Z,1,1,1,75,0,0,0,1,0,0,0,0,0,0,0,15,11.4,35.9,3.0,5.0,1,0.03,0.42,0.45,1.23,55,0,1339493,0,0,1285,1270,1300,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
208,19,19,1,False,2023-08-20T15:30:00Z,3,1,2,15,0,0,0,1,0,0,0,0,0,0,0,3,3.6,1.6,13.0,1.8,0,0.05,0.02,0.07,0.92,55,-1340,8342,563,1903,1095,1100,1150,3.0,3,-0.16063294174058979,1.5,6.7,48.1,48.1,7.25
208,35,16,1,True,2023-09-02T14:00:00Z,0,1,4,28,0,0,0,0,0,0,0,0,0,0,0,1,3.6,8.8,13.0,2.5,0,0.02,0.11,0.13,0.07,54,-1769,8958,693,2462,1100,1110,1120,2.5,5,-0.19747711542755078,1.6666666666666667,7.533333333333334,39.699999999999996,39.699999999999996,6.666666666666667
210,9,11,1,True,2023-08-13T15:30:00Z,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,5,2.4,1.3,4.0,0.8,0,0.00,0.01,0.01,0.04,65,0,241321,0,0,1285,1270,1300,2.3333333333333335,7,0.0,1.75,9.9,34.975,34.975,6.475
210,19,19,1,False,2023-08-20T15:30:00Z,3,1,2,45,0,0,0,2,0,0,0,0,0,0,0,8,8.6,38.3,16.0,6.3,0,0.08,0.15,0.23,1.07,65,-37395,231181,10637,48032,1095,1100,1150,0.0,0,-0.16175637271229037,0.0,0.0,0.0,0.0,0.0
210,35,16,1,True,2023-09-02T14:00:00Z,0,1,4,13,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0.6,4.0,0.5,0,0.02,0.01,0.03,0.07,64,-56682,96354,318,57000,1100,1110,1120,6.0,6,-0.5882682607883429,3.0,12.7,5.4,5.4,2.0
211,9,11,1,True,2023-08-13T15:30:00Z,1,1,1,90,0,0,0,1,0,0,0,1,0,0,0,-6,9.6,5.5,48.0,6.3,1,0.53,0.01,0.54,1.28,70,0,1266420,0,0,1285,1270,1300,4.0,8,0.0,2.6666666666666665,17.2,4.766666666666667,4.766666666666667,2.3333333333333335
211,19,19,1,False,2023-08-20T15:30:00Z,3,1,2,90,0,0,0,3,0,0,0,1,0,0,0,6,6.8,14.0,19.0,4.0,1,0.79,0.04,0.83,1.80,70,62065,1463154,152907,90842,1095,1100,1150,3.3333333333333335,10,0.042418638092777655,2.5,17.7,3.7750000000000004,3.7750000000000004,2.25
211,26,12,7,True,2023-08-25T19:00:00Z,3,0,3,82,1,0,1,0,0,0,0,0,0,0,1,34,47.6,25.3,84.0,15.7,1,0.71,0.18,0.89,0.36,71,337084,1860530,489435,152351,1050,1050,1050,0.0,0,0.1811763314754398,0.0,0.0,0.0,0.0,0.0
211,35,16,1,True,2023-09-02T14:00:00Z,0,1,4,90,0,0,0,1,0,0,0,1,0,0,0,-3,5.2,17.0,36.0,5.8,1,0.92,0.41,1.33,0.71,71,232388,2135710,330495,98107,1100,1110,1120,0.0,0,0.10881065313174541,0.0,0.0,0.0,0.0,0.0
216,9,11,2,True,2023-08-13T15:30:00Z,1,1,1,80,0,0,0,1,0,0,0,0,0,0,0,8,13.0,26.0,10.0,4.9,1,0.00,0.09,0.09,1.23,70,0,142685,0,0,1285,1270,1300,6.0,6,0.0,3.0,3.7,0.0,0.0,0.35
216,19,19,2,False,2023-08-20T15:30:00Z,3,1,2,90,0,0,0,3,0,0,0,0,0,0,0,13,15.0,30.5,37.0,8.3,1,0.06,0.23,0.29,1.80,70,7199,181498,25125,17926,1095,1100,1150,4.0,8,0.039664348918445384,2.6666666666666665,4.066666666666666,0.0,0.0,0.39999999999999997
216,26,12,19,True,2023-08-25T19:00:00Z,3,0,3,90,2,1,1,0,0,0,0,0,0,0,3,52,72.4,26.3,79.0,17.8,1,0.79,0.21,1.00,0.43,70,124152,329237,154897,30745,1050,1050,1050,3.3333333333333335,10,0.3770900597441964,2.5,3.5,0.0,0.0,0.35
216,35,16,2,True,2023-09-02T14:00:00Z,0,1,4,90,0,0,0,1,0,0,0,0,0,0,0,9,3.2,26.9,41.0,7.1,1,0.29,0.30,0.59,0.71,72,1207952,1664262,1241841,33889,1100,1110,1120,0.0,0,0.7258184108031067,0.0,0.0,0.0,0.0,0.0
217,9,11,2,True,2023-08-13T15:30:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,19,32.8,11.7,8.0,5.3,1,0.00,0.07,0.07,1.28,50,0,168173,0,0,1285,1270,1300,3.0,3,0.0,1.5,7.1,6.8,6.8,1.55
217,19,19,1,False,2023-08-20T15:30:00Z,3,1,2,90,0,0,0,3,0,0,0,0,0,0,0,16,27.8,4.3,5.0,3.7,1,0.04,0.04,0.08,1.80,50,14631,247836,30150,15519,1095,1100,1150,2.5,5,0.0590350070207718,1.6666666666666667,10.133333333333333,12.766666666666666,12.766666666666666,2.533333333333333
217,26,12,6,True,2023-08-25T19:00:00Z,3,0,3,90,0,0,1,0,0,0,0,0,0,0,0,28,28.2,0.8,2.0,3.1,1,0.00,0.01,0.01,0.43,50,17555,288905,39974,22419,1050,1050,1050,2.3333333333333335,7,0.060763918935290144,1.75,14.399999999999999,13.524999999999999,13.524999999999999,3.575
217,35,16,2,True,2023-09-02T14:00:00Z,0,1,4,90,0,0,0,1,0,0,0,0,0,0,0,18,29.4,14.1,17.0,6.1,1,0.06,0.03,0.09,0.71,50,29842,343751,47857,18015,1100,1110,1120,0.0,0,0.08681283836265204,0.0,0.0,0.0,0.0,0.0
362,1,6,1,False,2023-08-11T19:00:00Z,0,3,1,10,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.7,0.0,0.0,0,0.00,0.02,0.02,0.07,50,0,13573,0,0,1060,1060,1080,1.0,1,0.0,0.5,0.0,0.15,0.15,0.0
362,35,16,1,True,2023-09-02T14:00:00Z,0,1,4,28,0,0,0,0,0,0,0,0,0,0,0,7,6.0,17.3,4.0,2.7,0,0.00,0.11,0.11,0.07,49,-1684,16665,3002,4686,1100,1110,1120,0.0,0,-0.10105010501050105,0.0,0.0,0.0,0.0,0.0
609,9,11,1,True,2023-08-13T15:30:00Z,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,4,2.2,0.6,2.0,0.5,0,0.00,0.01,0.01,0.04,55,0,9695,0,0,1285,1270,1300,8.0,8,0.0,4.0,7.3,1.3,1.3,0.95
609,26,12,0,True,2023-08-25T19:00:00Z,3,0,3,4,0,0,0,0,0,0,0,1,0,0,0,-2,0.0,0.3,0.0,0.0,0,0.00,0.00,0.00,0.03,54,-1727,7683,319,2046,1050,1050,1050,5.0,10,-0.224781986203306,3.3333333333333335,8.466666666666667,10.266666666666667,10.266666666666667,2.1999999999999997
609,35,16,1,True,2023-09-02T14:00:00Z,0,1,4,13,0,0,0,0,0,0,0,0,0,0,0,3,5.4,15.5,2.0,2.3,0,0.06,0.03,0.09,0.07,53,-1641,6268,208,1849,1100,1110,1120,4.0,12,-0.2618059987236758,3.0,8.75,9.925,9.925,2.175
611,9,11,11,True,2023-08-13T15:30:00Z,1,1,1,90,1,0,0,1,0,0,0,0,0,0,3,27,47.0,1.8,37.0,8.6,1,0.47,0.01,0.48,1.28,50,0,19786,0,0,1285,1270,1300,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
611,19,19,0,False,2023-08-20T15:30:00Z,3,1,2,90,0,0,0,3,0,0,0,1,0,0,0,6,12.6,2.8,2.0,1.7,1,0.00,0.03,0.03,1.80,50,271640,430533,285594,13954,1095,1100,1150,3.0,3,0.6309388595067045,1.5,8.5,11.7,11.7,3.0
611,26,12,6,True,2023-08-25T19:00:00Z,3,0,3,90,0,0,1,0,0,0,0,0,0,0,0,29,20.6,1.3,17.0,3.9,1,0.05,0.01,0.06,0.43,51,101489,554386,175366,73877,1050,1050,1050,2.5,5,0.18306558967939307,1.6666666666666667,8.466666666666667,14.966666666666667,14.966666666666667,3.0
611,35,16,2,True,2023-09-02T14:00:00Z,0,1,4,90,0,0,0,1,0,0,0,0,0,0,0,13,13.2,13.9,8.0,3.5,1,0.15,0.74,0.89,0.71,51,134786,716414,182765,47979,1100,1110,1120,2.3333333333333335,7,0.18813981859650983,1.75,7.1,16.8,16.8,2.975
613,9,11,1,True,2023-08-13T15:30:00Z,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,6.0,0.1,0.0,0.6,0,0.00,0.00,0.00,0.02,45,0,10397,0,0,1285,1270,1300,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
613,26,12,1,True,2023-08-25T19:00:00Z,3,0,3,7,0,0,0,0,0,0,0,0,0,0,0,3,0.6,0.6,2.0,0.3,0,0.00,0.04,0.04,0.07,45,-1423,13948,1263,2686,1050,1050,1050,0.0,0,-0.10202179523946085,0.0,0.0,0.0,0.0,0.0
623,19,19,1,False,2023-08-20T15:30:00Z,3,1,2,7,0,0,0,1,0,0,0,0,0,0,0,3,0.4,0.6,0.0,0.1,0,0.00,0.00,0.00,0.90,45,-352,13503,1562,1914,1095,1100,1150,6.0,6,-0.02606828112271347,3.0,6.0,2.05,2.05,0.8
623,26,12,1,True,2023-08-25T19:00:00Z,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,2.0,0.2,0,0.00,0.00,0.00,0.00,45,-567,14334,1584,2151,1050,1050,1050,4.0,8,-0.03955629970699037,2.6666666666666665,7.533333333333334,1.7666666666666666,1.7666666666666666,0.9333333333333332
219,12,1,1,True,2023-08-21T19:00:00Z,0,1,2,16,0,0,0,0,0,0,0,0,0,0,0,6,4.4,2.6,0.0,0.7,0,0.00,0.02,0.02,0.00,45,-1429,23579,846,2275,1285,1250,1320,3.3333333333333335,10,-0.060604775435769115,2.5,10.65,1.9249999999999998,1.9249999999999998,1.25
219,23,4,1,False,2023-08-26T14:00:00Z,1,1,3,19,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.7,0.0,0.1,0,0.00,0.00,0.00,0.45,45,-2703,21227,588,3291,1125,1120,1220,0.0,0,-0.12733782446883685,0.0,0.0,0.0,0.0,0.0
220,7,17,9,False,2023-08-12T14:00:00Z,0,1,1,90,0,0,1,0,0,0,0,0,0,0,3,31,41.2,24.9,42.0,10.8,1,0.15,0.11,0.26,0.49,45,0,60908,0,0,1045,1050,1060,1.0,1,0.0,0.5,7.9,0.9,0.9,2.4
220,12,1,2,True,2023-08-21T19:00:00Z,0,1,2,90,0,0,0,1,0,0,0,0,0,0,0,14,21.0,8.3,0.0,2.9,1,0.00,0.02,0.02,2.00,45,100984,257659,113569,12585,1285,1250,1320,0.0,0,0.3919288672237337,0.0,0.0,0.0,0.0,0.0
220,23,4,11,False,2023-08-26T14:00:00Z,1,1,3,90,1,0,0,1,0,0,0,0,0,0,3,38,74.0,51.0,19.0,14.4,1,0.05,0.13,0.18,0.97,45,16538,280497,39131,22593,1125,1120,1220,0.0,0,0.05895963236683458,0.0,0.0,0.0,0.0,0.0
220,36,20,1,True,2023-09-03T13:00:00Z,3,2,4,90,0,0,0,2,0,0,0,0,0,0,0,15,24.6,1.3,6.0,3.2,1,0.00,0.01,0.01,1.34,46,329830,673883,355490,25660,1100,1160,1080,2.0,2,0.4894469811525146,1.0,4.4,17.2,17.2,3.4
221,7,17,6,False,2023-08-12T14:00:00Z,0,1,1,90,0,1,1,0,0,0,0,0,0,0,0,14,26.8,32.0,32.0,9.1,1,0.09,0.36,0.45,0.49,55,0,22910,0,0,1045,1050,1060,2.0,4,0.0,1.3333333333333333,3.1333333333333333,16.466666666666665,16.466666666666665,3.0666666666666664
221,12,1,1,True,2023-08-21T19:00:00Z,0,1,2,90,0,0,0,1,0,0,0,1,0,0,0,2,3.6,12.7,22.0,3.8,1,0.18,0.03,0.21,2.00,55,4871,38180,8288,3417,1285,1250,1320,2.0,6,0.12757988475641696,1.5,7.5,15.95,15.95,4.3
221,23,4,5,False,2023-08-26T14:00:00Z,1,1,3,90,0,1,0,1,0,0,0,0,0,0,0,16,26.6,34.0,54.0,11.5,1,0.21,0.04,0.25,0.97,55,534,40846,6122,5588,1125,1120,1220,0.0,0,0.01307349556872154,0.0,0.0,0.0,0.0,0.0
221,36,20,2,True,2023-09-03T13:00:00Z,3,2,4,90,0,0,0,2,0,0,0,0,0,0,0,2,17.6,16.0,24.0,5.8,1,0.47,0.06,0.53,1.34,55,3296,46387,8790,5494,1100,1160,1080,2.0,2,0.07105439023864445,1.0,4.4,9.15,9.15,1.35
223,7,17,3,False,2023-08-12T14:00:00Z,0,1,1,90,0,0,1,0,0,0,0,0,0,0,0,12,14.6,33.0,9.0,5.7,1,0.01,0.03,0.04,0.49,50,0,3688,0,0,1045,1050,1060,2.0,4,0.0,1.3333333333333333,7.533333333333334,12.233333333333334,12.233333333333334,2.1
223,12,1,1,True,2023-08-21T19:00:00Z,0,1,2,90,0,0,0,1,0,0,0,1,0,0,0,8,5.2,4.4,6.0,1.6,1,0.11,0.10,0.21,2.00,50,839,7011,1583,744,1285,1250,1320,1.6666666666666667,5,0.11966909142775638,1.25,8.95,16.225,16.225,3.1
223,23,4,2,False,2023-08-26T14:00:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,17,21.8,4.9,0.0,2.7,1,0.00,0.04,0.04,0.97,50,17,7741,1073,1056,1125,1120,1220,0.0,0,0.0021960986952590106,0.0,0.0,0.0,0.0,0.0
223,36,20,2,True,2023-09-03T13:00:00Z,3,2,4,90,0,0,0,2,0,0,0,0,0,0,0,21,19.2,2.5,2.0,2.4,1,0.00,0.02,0.02,1.34,50,-167,8035,817,984,1100,1160,1080,0.0,0,-0.020784069695084006,0.0,0.0,0.0,0.0,0.0
225,7,17,7,False,2023-08-12T14:00:00Z,0,1,1,90,1,0,1,0,0,0,0,0,0,0,1,27,44.4,22.2,93.0,16.0,1,1.12,0.14,1.26,0.49,55,0,167519,0,0,1045,1050,1060,2.0,2,0.0,1.0,8.9,7.7,7.7,1.95
225,12,1,2,True,2023-08-21T19:00:00Z,0,1,2,90,0,0,0,1,0,0,0,0,0,0,0,0,7.6,13.1,48.0,6.9,1,0.48,0.06,0.54,2.00,55,3380,190616,20131,16751,1285,1250,1320,1.0,2,0.017731984723213162,0.6666666666666666,6.2,5.633333333333333,5.633333333333333,1.3666666666666665
225,23,4,2,False,2023-08-26T14:00:00Z,1,1,3,70,0,0,0,1,0,0,0,0,0,0,0,5,5.2,1.3,14.0,2.1,1,0.09,0.01,0.10,0.52,55,4274,200240,28334,24060,1125,1120,1220,1.3333333333333333,4,0.0213443867359169,1.0,8.25,5.324999999999999,5.324999999999999,1.5
225,36,20,13,True,2023-09-03T13:00:00Z,3,2,4,89,2,0,0,1,0,0,0,0,0,0,3,50,63.4,2.6,86.0,15.2,1,0.80,0.03,0.83,0.82,55,2154,206182,30013,27859,1100,1160,1080,0.0,0,0.010447080734496707,0.0,0.0,0.0,0.0,0.0
226,7,17,3,False,2023-08-12T14:00:00Z,0,1,1,90,0,0,1,0,0,0,0,0,0,0,0,21,13.4,96.2,35.0,14.5,1,0.51,0.58,1.09,0.49,65,0,1431792,0,0,1045,1050,1060,2.0,2,0.0,1.0,9.7,20.35,20.35,5.3
226,12,1,2,True,2023-08-21T19:00:00Z,0,1,2,90,0,0,0,1,0,0,0,0,0,0,0,14,9.2,22.9,23.0,5.5,1,0.25,0.15,0.40,2.00,65,-155238,1335065,27372,182610,1285,1250,1320,0.0,0,-0.11627748461685386,0.0,0.0,0.0,0.0,0.0
226,23,4,2,False,2023-08-26T14:00:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,7,17.0,20.8,21.0,5.9,1,0.35,0.07,0.42,0.97,64,-206379,1144214,36822,243201,1125,1120,1220,2.0,2,-0.18036748370497127,1.0,10.3,0.75,0.75,2.8
226,36,20,8,True,2023-09-03T13:00:00Z,3,2,4,90,1,0,0,2,0,0,0,0,0,0,1,33,62.0,52.8,49.0,16.4,1,0.63,0.13,0.76,1.34,64,-170233,985760,38788,209021,1100,1160,1080,0.5,1,-0.17269213601688038,0.3333333333333333,9.266666666666667,0.6666666666666666,0.6666666666666666,2.1333333333333333
228,7,17,6,False,2023-08-12T14:00:00Z,0,1,1,90,0,0,1,0,0,0,0,0,0,0,0,26,25.4,10.8,4.0,4.0,1,0.04,0.01,0.05,0.49,45,0,148853,0,0,1045,1050,1060,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
228,12,1,2,True,2023-08-21T19:00:00Z,0,1,2,90,0,0,0,1,0,0,0,0,0,0,0,15,26.2,3.5,0.0,3.0,1,0.00,0.06,0.06,2.00,45,5189,172423,15012,9823,1285,1250,1320,2.0,2,0.030094592948736537,1.0,4.7,5.85,5.85,4.8
228,23,4,2,False,2023-08-26T14:00:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,15,19.2,0.8,0.0,2.0,1,0.00,0.01,0.01,0.97,45,-2150,174004,7993,10143,1125,1120,1220,0.0,0,-0.012356037792234662,0.0,0.0,0.0,0.0,0.0
228,36,20,1,True,2023-09-03T13:00:00Z,3,2,4,90,0,0,0,2,0,0,0,0,0,0,0,10,15.2,2.3,0.0,1.8,1,0.00,0.01,0.01,1.34,45,-1798,175576,8469,10267,1100,1160,1080,0.0,0,-0.010240579578074453,0.0,0.0,0.0,0.0,0.0
229,36,20,1,True,2023-09-03T13:00:00Z,3,2,4,1,0,0,0,1,0,0,0,0,0,0,0,3,2.0,11.8,0.0,1.4,0,0.00,0.00,0.00,0.52,49,-44,451,8,52,1100,1160,1080,2.0,2,-0.0975609756097561,1.0,5.7,19.05,19.05,3.35
230,7,17,6,False,2023-08-12T14:00:00Z,0,1,1,90,0,0,1,0,0,0,0,0,0,1,0,22,7.4,0.0,0.0,0.7,1,0.00,0.00,0.00,0.49,45,0,170832,0,0,1045,1050,1060,2.0,4,0.0,1.3333333333333333,5.8,13.866666666666667,13.866666666666667,2.566666666666667
230,12,1,2,True,2023-08-21T19:00:00Z,0,1,2,90,0,0,0,1,0,0,0,0,0,2,0,8,4.8,0.0,0.0,0.5,1,0.00,0.00,0.00,2.00,45,5233,193051,13594,8361,1285,1250,1320,2.0,6,0.027106826693464422,1.5,7.6499999999999995,14.350000000000001,14.350000000000001,2.75
230,23,4,2,False,2023-08-26T14:00:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,8,1.8,0.0,0.0,0.2,1,0.00,0.00,0.00,0.97,45,-1457,195002,11801,13258,1125,1120,1220,0.0,0,-0.007471718238787294,0.0,0.0,0.0,0.0,0.0
230,36,20,1,True,2023-09-03T13:00:00Z,3,2,4,90,0,0,0,2,0,0,0,0,0,2,0,12,15.4,0.0,0.0,1.5,1,0.00,0.00,0.00,1.34,45,-2070,196869,12787,14857,1100,1160,1080,2.0,2,-0.01051460615942581,1.0,3.4,1.45,1.45,1.0
231,7,17,3,False,2023-08-12T14:00:00Z,0,1,1,90,0,0,1,0,0,0,0,0,0,0,0,12,14.2,13.6,3.0,3.1,1,0.02,0.02,0.04,0.49,50,0,34559,0,0,1045,1050,1060,0.5,1,0.0,0.3333333333333333,6.6000000000000005,6.133333333333333,6.133333333333333,1.7666666666666666
231,12,1,2,True,2023-08-21T19:00:00Z,0,1,2,90,0,0,0,1,0,0,0,0,0,0,0,16,16.2,24.7,4.0,4.5,1,0.00,0.13,0.13,2.00,50,-2970,32665,635,3605,1285,1250,1320,1.0,3,-0.0909230062758304,0.75,10.100000000000001,8.774999999999999,8.774999999999999,2.25
231,23,4,2,False,2023-08-26T14:00:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,16,27.2,15.8,24.0,6.7,1,0.08,0.05,0.13,0.97,50,-4243,28871,555,4798,1125,1120,1220,0.0,0,-0.1469640816043781,0.0,0.0,0.0,0.0,0.0
231,36,20,2,True,2023-09-03T13:00:00Z,3,2,4,90,0,0,0,2,0,0,0,0,0,0,0,16,15.2,25.5,23.0,6.4,1,0.08,0.16,0.24,1.34,49,-2986,26279,1179,4165,1100,1160,1080,2.0,2,-0.11362685033677081,1.0,7.0,5.0,5.0,1.2
232,23,4,1,False,2023-08-26T14:00:00Z,1,1,3,19,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,0,0.00,0.01,0.01,0.45,49,-4482,30007,1428,5910,1125,1120,1220,1.0,2,-0.1493651481321025,0.6666666666666666,9.866666666666667,3.3333333333333335,3.3333333333333335,1.3333333333333333
232,36,20,7,True,2023-09-03T13:00:00Z,3,2,4,19,0,2,0,1,0,0,0,0,0,0,0,24,33.2,21.3,2.0,5.7,0,0.00,0.13,0.13,0.54,49,-2088,28722,1884,3972,1100,1160,1080,1.3333333333333333,4,-0.07269688740338416,1.0,9.4,2.5,2.5,1.2
234,7,17,8,False,2023-08-12T14:00:00Z,0,1,1,90,0,0,1,0,0,0,0,0,0,0,2,29,14.6,2.6,2.0,1.9,1,0.00,0.02,0.02,0.49,45,0,19560,0,0,1045,1050,1060,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
234,12,1,2,True,2023-08-21T19:00:00Z,0,1,2,90,0,0,0,1,0,0,0,0,0,0,0,15,10.8,28.2,8.0,4.7,1,0.03,0.13,0.16,2.00,45,17680,68294,21301,3621,1285,1250,1320,2.0,2,0.2588807215860837,1.0,5.2,0.15,0.15,0.95
234,23,4,2,False,2023-08-26T14:00:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,13,9.6,8.9,2.0,2.1,1,0.00,0.03,0.03,0.97,45,11191,83531,17540,6349,1125,1120,1220,1.0,2,0.13397421316636937,0.6666666666666666,8.266666666666667,0.26666666666666666,0.26666666666666666,1.4333333333333333
234,36,20,4,True,2023-09-03T13:00:00Z,3,2,4,90,0,1,0,2,0,0,0,0,0,0,0,24,23.8,17.6,4.0,4.5,1,0.00,0.23,0.23,1.34,45,6535,93828,14849,8314,1100,1160,1080,1.3333333333333333,4,0.06964871893251481,1.0,12.2,1.45,1.45,2.0
240,7,17,3,False,2023-08-12T14:00:00Z,0,1,1,90,0,0,1,0,0,0,0,0,0,0,0,9,17.0,23.4,20.0,6.0,1,0.06,0.08,0.14,0.49,50,0,15266,0,0,1045,1050,1060,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
240,12,1,2,True,2023-08-21T19:00:00Z,0,1,2,73,0,0,0,1,0,0,0,0,0,0,0,9,8.4,21.5,0.0,3.0,1,0.00,0.02,0.02,2.00,50,-942,15545,651,1593,1285,1250,1320,4.0,4,-0.0605982631071084,2.0,0.3,0.4,0.4,0.15
240,23,4,2,False,2023-08-26T14:00:00Z,1,1,3,70,0,0,0,1,0,0,0,0,0,0,0,7,3.0,22.3,4.0,2.9,1,0.03,0.01,0.04,0.52,50,-1424,14478,543,1967,1125,1120,1220,3.0,6,-0.09835612653681448,2.0,1.0666666666666667,4.033333333333334,4.033333333333334,0.7666666666666666
240,36,20,2,True,2023-09-03T13:00:00Z,3,2,4,70,0,0,0,1,0,0,0,0,0,0,0,5,9.2,11.7,52.0,7.3,1,0.18,0.22,0.40,0.80,50,-1032,13760,591,1623,1100,1160,1080,4.666666666666667,14,-0.075,3.5,9.55,5.6000000000000005,5.6000000000000005,1.875
241,7,17,1,False,2023-08-12T14:00:00Z,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,73828,0,0,1045,1050,1060,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
242,7,17,6,False,2023-08-12T14:00:00Z,0,1,1,90,0,0,1,0,0,0,0,0,0,0,0,21,12.0,4.1,0.0,1.6,1,0.00,0.02,0.02,0.49,45,0,15580,0,0,1045,1050,1060,1.0,1,0.0,0.5,0.2,6.2,6.2,0.8
242,12,1,2,True,2023-08-21T19:00:00Z,0,1,2,82,0,0,0,1,0,0,0,0,0,0,0,10,10.6,1.2,0.0,1.2,1,0.00,0.00,0.00,2.00,45,1868,24888,3347,1479,1285,1250,1320,1.0,2,0.07505625200900032,0.6666666666666666,0.6,4.6000000000000005,4.6000000000000005,0.7000000000000001
242,23,4,2,False,2023-08-26T14:00:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,9,20.0,2.4,0.0,2.2,1,0.00,0.02,0.02,0.97,45,445,26944,2201,1756,1125,1120,1220,0.0,0,0.016515736342042755,0.0,0.0,0.0,0.0,0.0
242,36,20,0,True,2023-09-03T13:00:00Z,3,2,4,90,0,0,0,2,0,0,0,1,0,0,0,7,15.2,1.1,1.0,1.7,1,0.01,0.02,0.03,1.34,45,153,28400,1954,1801,1100,1160,1080,6.0,6,0.005387323943661972,3.0,18.9,0.75,0.75,4.25
657,12,1,1,True,2023-08-21T19:00:00Z,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,4,3.0,10.8,15.0,2.9,0,0.02,0.08,0.10,0.00,45,149,491,190,41,1285,1250,1320,4.0,8,0.3034623217922607,2.6666666666666665,12.6,0.9,0.9,3.1
245,27,20,1,True,2023-08-26T14:00:00Z,0,1,3,90,0,0,0,1,0,0,0,1,0,0,0,11,15.8,1.8,30.0,4.8,1,0.24,0.15,0.39,1.16,40,-2424,34085,849,3273,1100,1160,1080,3.3333333333333335,10,-0.07111632682998387,2.5,9.85,3.675,3.675,2.7750000000000004
245,40,17,0,False,2023-09-02T11:30:00Z,2,2,4,90,0,0,0,2,0,0,0,1,0,0,0,18,17.8,0.2,0.0,1.8,1,0.00,0.00,0.00,1.24,40,-116,34994,2646,2762,1045,1050,1060,0.0,0,-0.0033148539749671374,0.0,0.0,0.0,0.0,0.0
246,11,2,1,False,2023-08-20T13:00:00Z,4,0,2,37,0,0,0,2,0,0,0,0,0,0,0,1,0.0,1.6,4.0,0.3,1,0.00,0.00,0.00,2.12,59,-25180,60702,896,26076,1115,1130,1190,8.0,8,-0.414813350466212,4.0,15.4,0.45,0.45,1.6
249,5,10,2,True,2023-08-12T14:00:00Z,0,1,1,90,0,0,0,1,0,0,0,0,0,0,0,7,8.8,34.4,25.0,6.8,1,0.56,0.10,0.66,1.50,55,0,18521,0,0,1100,1090,1140,4.5,9,0.0,3.0,12.799999999999999,1.1666666666666667,1.1666666666666667,1.6000000000000003
249,11,2,2,False,2023-08-20T13:00:00Z,4,0,2,90,0,0,0,4,0,0,0,0,0,0,0,2,0.6,15.0,8.0,2.4,1,0.09,0.03,0.12,3.11,55,-952,21324,1981,2933,1115,1130,1190,3.3333333333333335,10,-0.04464453198274245,2.5,15.95,1.85,1.85,1.9250000000000003
249,27,20,2,True,2023-08-26T14:00:00Z,0,1,3,90,0,0,0,1,0,0,0,0,0,0,0,10,20.6,14.4,45.0,8.0,1,0.21,0.10,0.31,1.16,55,-2223,20102,1399,3622,1100,1160,1080,0.0,0,-0.11058601134215501,0.0,0.0,0.0,0.0,0.0
